group,variable,col,value
7/12/19,Suncorp,Change,"[{""url"":""https://www.suncorp.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/home.html"",""removed_content"":[""CLOUD, getContent, 57ms""],""added_content"":[""CLOUD, getContent, 411ms""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/car.html"",""removed_content"":[""Suncorp Contents Cover | Create A Better Today"",""y_2019, m_12, d_4, h_2"",""CLOUD, getContent, 64ms""],""added_content"":[""y_2019, m_12, d_5, h_2"",""Suncorp Car Insurance | Create A Better Today"",""CLOUD, getContent, 9ms""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/life.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/health.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/travel.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
8/12/19,Virgin Money,No Change,"[{""url"":""https://virginmoney.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/income-protection"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/life-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://virginmoney.com.au/insurance/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
8/12/19,NRMA,Change,"[{""url"":""https://www.nrma.com.au"",""removed_content"":[""Retrieve a quote""],""added_content"":[""See saved quote""],""content_changed"":true},{""url"":""https://www.nrma.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.nrma.com.au/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.nrma.com.au/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
8/12/19,Real Insurance,Change,"[{""url"":""https://www.realinsurance.com.au"",""removed_content"":[""4,475""],""added_content"":[""4,476""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/home-insurance"",""removed_content"":[""112""],""added_content"":[""124""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/landlords-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/life-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/income-protection-insurance"",""removed_content"":[""346"",""4.5""],""added_content"":[""4.3"",""Previous"",""Next"",""334""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/pet-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/funeral-insurance"",""removed_content"":[""4.8"",""1,393""],""added_content"":[""4.6"",""1,354""],""content_changed"":true},{""url"":""https://www.realinsurance.com.au/travel-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.realinsurance.com.au/bike-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
8/12/19,AAMI,Change,"[{""url"":""https://www.aami.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.aami.com.au/car-insurance.html"",""removed_content"":[""5 out of 5"",""0"",""◄"",""Previous Reviews"",""Featured"",""Third Party Fire & Theft Car Insurance"",""Most Relevant"",""0 people found this review helpful."",""62"",""stars"",""Your location:"",""Oldest"",""25-39"",""Male"",""The quote and excesses are excellent."",""1045"",""2 out of 5 stars."",""Active Filters"","","",""1–8 of 4625 Reviews"",""Level of cover:"",""Clear All Filters"",""★★★★★"",""Northern Territory"",""61 reviews with 2 stars."",""5 hours ago"",""The claims are always handled quickly, in a friendly manner and no stress, with guaranteed results, and  to the highest standard of repair."",""muzzbuzz"",""Your gender:"",""2 stars"",""Value for money:"",""Ease of purchase:"",""years of insuring with AAMI, why am i still able to obtain a cheaper price by starting an new policy online than for being a loyal customer and paying my renewal."",""Select a row below to filter reviews."",""70+"",""1 out of 5"",""Regional/Other NSW"",""Tasmania"",""4 days ago"",""This action will navigate to reviews."",""Average Customer Ratings"",""5 stars"",""I recommend this product."",""1045 reviews with 4 stars."",""Filter by Your life stage:"",""Always the best value."",""Response from AAMI:"",""3 stars"",""Every year I get quotes with all the major insurers and AAMI is always the cheapest and best value."",""Rating Snapshot"",""★"",""Display a popup with information about Relevancy Sort."",""12 days ago"",""Select to filter reviews with 5 stars."",""40-49"",""And this time around it is with 12 months free roadside assist !!!"",""Yes ·"",""I've been insured with AAMI for 40 years."",""3 days ago"",""I have a make of car that has a long list of factory options - AAMI covers them all without my having to remember them all and tick the correct boxes."",""♀"",""Retiree"",""For both car and home insurance."",""Queensland"",""18-24"",""Family"",""I have had about 10 car accident claims, normally not at fault by the way, just saying, lol."",""♂"",""Select to filter reviews with 4 stars."",""Select to filter reviews with 2 stars."",""Australian Capital Territory"",""4 out of 5"",""Report"",""196"",""South Australia"",""4.6 out of 5 stars."",""Helpful?"",""What I do suggest is giving our service team a call on 13 22 44 (7 day, 8am-10pm) to discuss your renewal and review your policy premium -Ollie"",""3261 reviews with 5 stars."",""≡"",""Excellent online service"",""Where is the reward for loyalty"",""Melbourne Metro Victoria"",""5 out of 5 stars."",""Western Australia"",""Filter by Level of cover:"",""Filter by Your age:"",""Regional/Other Victoria"",""Clear All"",""4.4"",""Graeme59"",""7 days ago"",""✘"",""Click to agree."",""196 reviews with 3 stars."",""Your age:"",""Couple"",""Select to filter reviews with 1 star."",""!"",""62 reviews with 1 star."",""Filter Reviews"",""Highest to Lowest Rating"",""Overall"",""Filter by Rating"",""Hello, thank you for passing us your feedback."",""Reviews"",""1 person found this review helpful."",""Sydney Metro NSW"",""61"",""Select to filter reviews with 3 stars."",""Read reviews for Car Insurance"",""·"",""1"",""✔"",""Features and benefits:"",""I can understand your frustration with comparing premiums with a new quote."",""Lowest to Highest Rating"",""?"",""Rating"",""1 star"",""WarrenB"",""Filter by Your location:"",""4 out of 5 stars."",""bvseo_fps, prod_bvrr, vn_firebird_1.0.43"",""Clicking on the following button will update the content below"",""Empty nester"",""0 people did not find this review helpful."",""60-69"",""►"",""50-59"",""Our experience with AAMI, and the very competitive quote along with the range of inclusions, all clearly spelled out on the website, made our decision very easy."",""Once again this year, AAMI are the best value insurance in Australia."",""3261"",""Most Recent"",""Sort by:"",""Phil001"",""Remove Filter"",""<18"",""▼"",""Next Reviews"",""We have been with AAMI for some time and have recently purchased another car."",""co_hasreviews, co_noquestions, tv_4625, tr_4509"",""Single"",""Filter by Your gender:"",""Much easier than others and great value too"",""Female"",""2019-12-06T05:34+00:00"",""loc_en_AU, in.aami.car.buy, prd, sort_mostRecent"",""No ·"",""Your life stage:"",""4 stars"",""2 days ago"",""Digital Distribution"",""Most Helpful""],""added_content"":[""Quotes not competitive."",""Date published: 2019-11-30"",""Date published: 2019-11-25"",""from"",""is rated"",""y_2019, m_12, d_5, h_15"",""Some questions repetitive."",""Date published: 2019-11-22"",""Rated"",""by"",""Lenny35"",""loc_en_AU, sid_in.aami.car.buy, prod, sort_[SortEntry(order=SUBMISSION_TIME, direction=DESCENDING)]"",""Bridge"",""Easy and cheap"",""Could be quicker, particulalrly as I have two other AAMI policies"",""I am so happy."",""Rach1987"",""Guys please check AAMI before sign up with other insurance..."",""I believe you will find more cheaper and more options... give it a go..."",""co_hasreviews, tv_116, tr_4505"",""clientName_aami"",""4621"",""It was so quick and easy.. best of all so cheap"",""Very simple click click even understandable..."",""CLOUD, getContent, 54ms"",""REVIEWS, PRODUCT"",""Car Insurance Reviews - page 2"",""Great and quick"",""Pretty happy with outcome and I will recommend friends and neigjbours"",""bvseo_sdk, java_sdk, bvseo-3.1.1"",""Date published: 2019-11-21"",""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3"",""Date published: 2019-12-02"",""Forget it""],""content_changed"":true},{""url"":""https://www.aami.com.au/home-insurance.html"",""removed_content"":[""2019-12-06T05:34+00:00"",""22 days ago"",""16 days ago""],""added_content"":[""3 months ago"",""2019-12-07T05:34+00:00"",""23 days ago"",""17 days ago""],""content_changed"":true},{""url"":""https://www.aami.com.au/health-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.aami.com.au/travel-insurance.html"",""removed_content"":[""11 days ago"",""6 days ago"",""2019-12-06T05:34+00:00"",""2 days ago""],""added_content"":[""Australian Capital Territory"",""Regional/Other NSW"",""Tasmania"",""Rating"",""4 days ago"",""South Australia"",""1 star"",""5 stars"",""Filter by Your location:"",""Filter by Your life stage:"",""Empty nester"",""60-69"",""Melbourne Metro Victoria"",""50-59"",""3 stars"",""Your location:"",""25-39"",""Western Australia"",""Male"",""Filter by Your age:"",""12 days ago"",""Remove Filter"",""Regional/Other Victoria"",""Clear All"",""South Pacific"",""40-49"",""Active Filters"",""Filter by Which region are you travelling to?"",""✘"",""Filter by Did you obtain a single or family policy?"",""Clear All Filters"",""Northern Territory"",""Filter by Your gender:"",""Retiree"",""Your age:"",""Couple"",""Female"",""Queensland"",""10 days ago"",""Your gender:"",""2 stars"",""18-24"",""2019-12-07T05:35+00:00"",""Your life stage:"",""Filter by Rating"",""4 stars"",""Sydney Metro NSW""],""content_changed"":true},{""url"":""https://www.aami.com.au/travel-insurance.html"",""removed_content"":[""11 days ago"",""6 days ago"",""2019-12-06T05:34+00:00"",""2 days ago""],""added_content"":[""Australian Capital Territory"",""Regional/Other NSW"",""Tasmania"",""Rating"",""4 days ago"",""South Australia"",""1 star"",""5 stars"",""Filter by Your location:"",""Filter by Your life stage:"",""Empty nester"",""60-69"",""Melbourne Metro Victoria"",""50-59"",""3 stars"",""Your location:"",""25-39"",""Western Australia"",""Male"",""Filter by Your age:"",""12 days ago"",""Remove Filter"",""Regional/Other Victoria"",""Clear All"",""South Pacific"",""40-49"",""Active Filters"",""Filter by Which region are you travelling to?"",""✘"",""Filter by Did you obtain a single or family policy?"",""Clear All Filters"",""Northern Territory"",""Filter by Your gender:"",""Retiree"",""Your age:"",""Couple"",""Female"",""Queensland"",""10 days ago"",""Your gender:"",""2 stars"",""18-24"",""2019-12-07T05:35+00:00"",""Your life stage:"",""Filter by Rating"",""4 stars"",""Sydney Metro NSW""],""content_changed"":true},{""url"":""https://www.aami.com.au/life-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.aami.com.au/business-insurance.html"",""removed_content"":[],""added_content"":[""Building Preview ...""],""content_changed"":true}]"
8/12/19,Suncorp,Change,"[{""url"":""https://www.suncorp.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/home.html"",""removed_content"":[""0"",""5.0""],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/car.html"",""removed_content"":[""CLOUD, getContent, 9ms""],""added_content"":[""CLOUD, getContent, 223ms""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/life.html"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.suncorp.com.au/insurance/health.html"",""removed_content"":[""Explore 0 Hospital Cover options"",""Explore 0 Extras Cover options""],""added_content"":[""$200 Healthier lifestyle"",""Podiatry / Orthotics"",""$450 Dietary advice"",""$800 Major dental"",""Before selecting NO EXTRAS please note:"",""plus..."",""$400"",""$250 Eye therapy (also known as orthoptics)"",""Claim 75% Back"",""$1200 Major dental"",""I don't want Extras Cover"",""Remedial massage"",""$250 Exercise physiology"",""Includes everything in"",""Top Extras"",""$500 Top health aids"",""Cataracts"",""$450 Major dental"",""$300 Optical"",""$400 Podiatry / Orthotics"",""Exercise physiology"",""Home nursing services"",""View more detail"",""Bronze Hospital Plus"",""$750"",""Implantation of hearing devices"",""Explore 4 Extras Cover options"",""$300 Physiotherapy"",""$400 Occupational therapy"",""$100"",""Dialysis for chronic kidney failure"",""No HOSPITAL"",""Claim 60% Back"",""Dietary advice"",""Silver Everyday Hospital Plus"",""$150 Optical"",""$1000 General dental"",""Explore 5 Hospital Cover options"",""$300"",""Joint replacements"",""$500"",""Brain and nervous system"",""N/A"",""$350 Podiatry / Orthotics"",""Preventative tests"",""Palliative care"",""Dental surgery"",""Major dental"",""$1200 Hearing aids / Speech processors"",""Starter Extras"",""$500 Physiotherapy"",""Pregnancy and birth"",""$150 Pharmaceutical prescriptions"",""$400 Speech pathology (speech therapy)"",""Basic Hospital Plus"",""Eye therapy (also known as orthoptics)"",""$100 Pharmaceutical prescriptions"",""No EXTRAS"",""Lung and chest"",""$450 Pharmaceutical prescriptions"",""Top health aids"",""Antenatal & postnatal services"",""Joint reconstructions"",""$300 Psychology"",""$250 Optical"",""Weight loss surgery"",""Chemotherapy, radiotherapy and immunotherapy for cancer"",""$150 Healthier lifestyle"",""$700 General dental"",""$300 Top health aids"",""Before selecting NO HOSPITAL please consider:"",""You need hospital cover to avoid the"",""$450 Chiropractic / Osteopathy"",""$200 Home nursing services"",""Bone, joint and muscle"",""Show More"",""$500 Orthodontia"",""12 Claimable treatments"",""Key Features:"",""Tonsils, adenoids and grommets"",""Healthier lifestyle"",""Hearing aids / Speech processors"",""Accidental injury benefit"",""$250"",""Medicare Levy Surcharge"",""Back, neck and spine"",""Gold Hospital"",""Unlimited Preventative Dental"",""Occupational therapy"",""General dental"",""$200 Preventative tests"",""Silver Advantage Hospital Plus"",""$300 Chiropractic / Osteopathy"",""$350"",""Chiropractic / Osteopathy"",""$200 Optical"",""To get a quote you must select at least one hospital or extras cover"",""Unlimited Ambulance"",""$400 Psychology"",""Assisted reproductive services"",""Mid Extras"",""Preventative Dental"",""$600 General dental"",""$800 Orthodontia"",""7 Claimable Extras"",""Speech pathology (speech therapy)"",""$250 Dietary advice"",""if your income exceeds certain thresholds set by the Australian Government"",""$300 Pharmaceutical prescriptions"",""Heart and vascular system"",""$250 Antenatal & postnatal services"",""I don't want Hospital Cover"",""Add to quote"",""Hospital psychiatric services""],""content_changed"":true},{""url"":""https://www.suncorp.com.au/insurance/travel.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
8/12/19,Huddle,Change,"[{""url"":""https://huddle.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://huddle.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://huddle.com.au/travel-insurance"",""removed_content"":[""Great price."",""Children and grandchildren under 21 travelling with you for the entire trip can be added to your policy for free (so long as they aren't in full time employment)."",""If my plans change"",""Responsible company"",""Explore"",""I’m already travelling?"",""Car"",""Travel"",""Careers"",""Home"",""James - October 2019"",""in good hands"",""Huddle Insurance is a business name of Open Insurance Pty Ltd, ABN 23 166 949 444, AFSL 451712."",""Trustpilot"",""recent awards"",""as featured in"",""lowest premium?"",""Any information provided to you through the Huddle Service is general information only which, when prepared, does not take into account your individual circumstances, objectives, financial situation or needs."",""“Highly recommended.... oh... and the personal interaction with the team was excellent!”"",""Privacy"",""Certified B Corp"",""Daniel - September 2019"",""Insurance issued by The Hollard Insurance Company Pty Ltd ABN 78 090 584 473 AFSL No."",""Emergencies"",""How can I get the"",""Home & Contents"",""Travel insurance - fair, transparent & great value"",""Community"",""Benefits subject to terms and conditions, including exclusions and limits (and sub-limits) of the insurance policy."",""Login"",""Always on"",""Terms & Conditions"",""Contact us"",""Fraud protection"",""Powered by"",""Insurance"",""Can I get cover if I’m on a 457"",""When making decisions about the product you should always refer to the"",""“Easy to understand."",""Claims"",""or temporary residence visa?"",""Blog"",""“Just great to find insurance that gives back and is cheaper too!”"",""If you’re looking for great value cover, check out the Basic Cover and see if it suits your needs."",""Complaints"",""Company"",""Terms"",""Roadside T&Cs"",""Start a  quote"",""Not all claims will receive a decision in minutes."",""Can I buy cover if"",""The Huddle Service is subject to"",""241436."",""© Huddle Insurance, a business name of Open Insurance Pty Ltd, ABN 23 166 949 444, AFSL 451712"",""can I update my policy?"",""How to claim"",""or call on"",""We can cover your trip for things like luggage and valuables, provided you are at least 200 km from home."",""About"",""Things you should know:"",""Help"",""If your travel plans change and you want to extend your trip, change dates or add extra countries, just drop us a line at"",""Travelling with something fancy?"",""Member Council"",""Get a quote"",""Great service.”"",""When considering any financial product available from Huddle, you should carefully read the relevant Product Disclosure Statement (PDS) to ensure the product is right for you."",""Marian - August 2019""],""added_content"":[""Travel insurance - fair, transparent & 24/7 claims processing"",""Travel insurance - fair, transparent & 24/7 claims processing - Huddle"",""When making decisions about the product, it’s important you understand the policy exclusions and read the"",""Get set up in minutes with a little help from Polly today."",""If you’re looking for great value cover, check out the Basic Cover and see if it suites your needs."",""Children and dependants under 21 are covered for free when travelling with an insured adult."",""If my plans change can I update my policy?"",""Switch to Bot-powered Travel Insurance for for 24/7 claims processing."",""IN GOOD HANDS"",""Can I get cover if I’m on a 457 or temporary residence visa?"",""We can cover your trip for things like luggage and valuables."",""Not all claims can be approved instantly."",""Huddle"",""How can I get the lowest premium?"",""RECENT AWARDS"",""Traveling with something fancy?"",""AS FEATURED IN"",""If your travel plans change and you want to extend your trip, change dates or add extra countries, just drop us a line at or call on""],""content_changed"":true},{""url"":""https://huddle.com.au/home-insurance"",""removed_content"":[""The excess reduces your premium to make your insurance more affordable."",""I'm renting a room in a shared house."",""Explore"",""But we don't cover tools of trade, stock, or items used in connection with a business that are owned by an employer (like computers supplied by your employer), or things like loss of profit or business interruptions."",""Easy policy set-up with Polly"",""For example, the maximum we can provide cover up to for bicycles or portable musical instruments is $1,000 per item for Basic Cover or $2,000 per item for Comprehensive Cover."",""Actual experience will vary depending on the circumstances and information provided."",""Home insurance - fair, transparent & great value"",""Monthly payments are slightly more expensive."",""Huddle Insurance is a business name of Open Insurance Pty Ltd, ABN 23 166 949 444, AFSL 451712."",""in good hands"",""Trustpilot"",""So, while you're covered for the listed events, there are exclusions like:"",""It covers the residential buildings, domestic outbuildings, fixtures, services like electricity, water and gas, swimming pools and paved driveways etc."",""Insurance issued by The Hollard Insurance Company Pty Ltd ABN 78 090 584 473 AFSL No."",""Emergencies"",""But it's important to understand that our policy hasn't been designed with this sort of arrangement in mind."",""Am I covered for flood?"",""Contact us"",""How are they covered?"",""Insurance"",""no cover for any contents owned by the Airbnb guest;"",""Some of my belongings are very valuable."",""If you're renting out your place on Airbnb or something similar while you're away, check out the FAQ on AirBnb below."",""."",""“Easy to understand."",""If you have jewellery that you want to insure for more than $20,000, make sure to keep it in a locked safe while at home if you aren't wearing it to stay covered."",""Blog"",""Terms"",""Not all claims will receive a decision in minutes."",""See section 4 of the"",""If you want your housemates to be covered, you will need to list them on the policy."",""I run a business from home."",""legal liability cover doesn’t extend to your Airbnb guests;"",""Help"",""Huddle Contents Insurance is designed for renters or strata owners who want insurance for their contents."",""Marian - August 2019"",""If you tell us, we may be able to provide cover during this period."",""Responsible company"",""Home Insurance is for homeowners who live in their home and want insurance for their building and fixtures."",""Careers"",""You will be covered for accidental damage if you choose the Comprehensive Cover option for your policy."",""Certified B Corp"",""With a little help from Polly you can get set up in minutes and feel confident about your insurance."",""We cover contents in your home office that you own, like office furniture and personal computers."",""Home & Contents"",""Terms & Conditions"",""Contents includes things like art, watches, jewellery, sporting equipment, carpets, rugs, furniture, electronics, bicycles, portable musical instruments and more."",""Powered by"",""Accidental damage means damage caused in an accident to your home, if you have Home Insurance, or contents, if you have Contents Insurance."",""Check out section 3 of the"",""You can also add our portable valuables cover option to cover certain contents."",""If you run a business from home, you need to let us know as part of your disclosure requirements."",""Yes."",""Company"",""Check out sections 2 and 8 of the"",""The Huddle Service is subject to"",""No, our policies are not designed for landlords."",""About"",""Huddle Home & Contents Insurance is designed for owner-occupiers who want insurance for both their home and contents."",""It's important to let us know if your building will be unoccupied for a period of more than 100 consecutive days."",""The excess you select is stated in your Certificate of Insurance."",""Great service.”"",""24/7 claim processing"",""Great price."",""Top questions from members"",""Contents Insurance is for homeowners living in their home or renters renting a home who want insurance for their things."",""for more information."",""Can I choose my excess?"",""Home"",""James - October 2019"",""I'm going on a holiday."",""A fixed excess of $500 applies to each flood event."",""Privacy"",""However, you are covered if you rent out only part of your home on Airbnb (up to two bedrooms) and you're living in the home."",""Most claims can be lodged 24/7 with the Huddle App and in some cases you'll get a decision within minutes."",""We do not provide cover where your whole home is rented out on Airbnb (even if it's just while you're on holiday)."",""What’s the difference between Home Insurance and Contents Insurance?"",""Community"",""Your valuable contents are generally covered up to your contents sum insured, however some types of contents have fixed or flexible limits."",""What if I rent out my home or part of it on Airbnb sometimes?"",""Fraud protection"",""What do I need to do?"",""For a full list of what's included, see the"",""Claims"",""Powered by Genie the claims bot"",""Huddle Home Insurance is designed for owner-occupiers who want insurance for their home."",""Am I covered?"",""no cover for malicious damage or theft caused by someone who is at your home with your consent (like an Airbnb guest);"",""Roadside T&Cs"",""I am a landlord."",""Under the Basic Cover option, you will still be covered for accidental glass breakage."",""241436."",""Can I use this policy?"",""However, make sure you choose an excess you can afford to pay if you need to make a claim."",""PDS"",""Yes, Huddle Home & Contents Insurance covers you for flood whether you choose Home Insurance, Contents Insurance or both."",""You don't pay extra to have these items individually listed."",""Decision to pay cash or repair is at Huddle's sole discretion."",""no cover for things that your guest intended to do, or does with reckless disregard for the consequences (like holding a big, rowdy party)."",""What does accidental damage mean?"",""Jewellery, watches, collectables, and media (like CDs and DVDs) are covered up to $1,000 per item or collection, but you can increase these limits by letting us know and having the items individually listed with their value on your Certificate of Insurance."",""Your excess is a contribution you are making towards your claim."",""For more details, see the"",""option"",""“Highly recommended.... oh... and the personal interaction with the team was excellent!”"",""Why do I need to pay an excess?"",""Car"",""Travel"",""So if you have to make a claim for a flood you’ll need to give us a call on 1300 777 200."",""recent awards"",""Any information provided to you through the Huddle Service is general information only which, when prepared, does not take into account your individual circumstances, objectives, financial situation or needs."",""as featured in"",""Daniel - September 2019"",""However, we don't offer cover if there are more than 3 unrelated people living at the insured address."",""Benefits subject to terms and conditions, including exclusions and limits (and sub-limits) of the insurance policy."",""Login"",""Always on"",""He's working tirelessly to process your claims."",""There are a few things that Genie our claims Huddle Bot hasn’t mastered yet."",""You can choose an excess from $250 to $1,000."",""Can I pay my premium monthly?"",""Also, our liability cover doesn't extend to anything arising in connection with or out of any business carried out by you."",""“Just great to find insurance that gives back and is cheaper too!”"",""See Genie in action"",""We cover the people listed on the policy, their spouses and their family living at the insured address."",""Some things are excluded, like scratching, chipping or denting caused by normal use."",""Complaints"",""Start a  quote"",""© Huddle Insurance, a business name of Open Insurance Pty Ltd, ABN 23 166 949 444, AFSL 451712"",""How to claim"",""Things you should know:"",""You can choose to pay monthly or yearly for your home insurance."",""Member Council"",""A higher excess means you pay less for your premium."",""Get a quote"",""When considering any financial product available from Huddle, you should carefully read the relevant Product Disclosure Statement (PDS) to ensure the product is right for you.""],""added_content"":[""Home insurance - fair, transparent & 24/7 claims processing"",""Get set up in minutes with a little help from Polly today."",""OPTION"",""IN GOOD HANDS"",""RECENT AWARDS"",""Huddle"",""Home insurance - fair, transparent & 24/7 claims processing - Huddle"",""Switch to Huddle's bot-powered Home Insurance for 24/7 claims processing."",""AS FEATURED IN""],""content_changed"":true}]"
8/12/19,Youi,No Change,"[{""url"":""https://www.youi.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.youi.com.au/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.youi.com.au/motorcycle-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.youi.com.au/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
8/12/19,Bingle,No Change,"[{""url"":""https://www.bingle.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
8/12/19,Coles,No Change,"[{""url"":""https://financialservices.coles.com.au/insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://financialservices.coles.com.au/insurance/car-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://financialservices.coles.com.au/insurance/home-insurance"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://financialservices.coles.com.au/insurance/travel-insurance-existing-policyholders"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
8/12/19,Apia,Change,"[{""url"":""https://www.apia.com.au"",""removed_content"":[],""added_content"":[],""content_changed"":false},{""url"":""https://www.apia.com.au/car-insurance.html"",""removed_content"":[""2 days ago"",""Anonymous"",""8 days ago"",""2019-12-06T05:33+00:00"",""10 days ago""],""added_content"":[""4 days ago"",""2019-12-07T05:37+00:00"",""Molly"",""Cavo"",""11 days ago"",""9 days ago""],""content_changed"":true},{""url"":""https://www.apia.com.au/home-insurance.html"",""removed_content"":[""CLOUD, getContent, 42ms"",""co_hasreviews, tv_10, tr_203"",""y_2019, m_12, d_5, h_3"",""from"",""is rated"",""Date published: 2018-10-09"",""Date published: 2018-09-16"",""Rated"",""by"",""Date published: 2018-11-23"",""clientName_apia"",""REVIEWS, PRODUCT"",""Date published: 2018-07-27"",""Date published: 2019-02-06"",""Date published: 2018-11-07"",""Home Insurance Reviews - page 2"",""2019-12-06T05:33+00:00"",""loc_en_AU, sid_in.apia.home.buy, prod, sort_[SortEntry(order=SUBMISSION_TIME, direction=DESCENDING)]"",""Date published: 2019-10-09"",""Date published: 2019-01-21"",""bvseo_sdk, java_sdk, bvseo-3.1.1"",""bvseo_bulk, prod_bvrr, vn_bulk_3.0.3""],""added_content"":[""5 out of 5"",""0"",""◄"",""4.7 out of 5 stars."",""4.6"",""Previous Reviews"",""Building only"",""Featured"",""Most Relevant"",""stars"",""1–8 of 213 Reviews"",""Oldest"",""Your location:"",""Read reviews for Home Insurance"",""Active Filters"",""150"",""Clear All Filters"",""★★★★★"",""150 reviews with 5 stars."",""6 reviews with 3 stars."",""Northern Territory"",""2 stars"",""56"",""56 reviews with 4 stars."",""Value for money:"",""Ease of purchase:"",""Select a row below to filter reviews."",""11 months ago"",""Regional/Other NSW"",""Tasmania"",""This action will navigate to reviews."",""Filter by What did you insure?"",""2"",""1 review with 2 stars."",""Average Customer Ratings"",""5 stars"",""2 months ago"",""3 stars"",""Home & Contents"",""Rating Snapshot"",""★"",""Display a popup with information about Relevancy Sort."",""Select to filter reviews with 5 stars."",""a year ago"",""Queensland"",""Select to filter reviews with 4 stars."",""Contents only"",""Select to filter reviews with 2 stars."",""Australian Capital Territory"",""4 out of 5"",""What did you insure?"",""South Australia"",""≡"",""Melbourne Metro Victoria"",""5 out of 5 stars."",""Western Australia"",""0 reviews with 1 star."",""Filter by Your age:"",""70-79"",""Regional/Other Victoria"",""Clear All"",""✘"",""4.5"",""Your age:"",""Select to filter reviews with 1 star."",""Highest to Lowest Rating"",""Filter Reviews"",""<50"",""Overall"",""Filter by Rating"",""Reviews"",""Select to filter reviews with 3 stars."",""Sydney Metro NSW"",""6"",""·"",""1"",""Features and benefits:"",""?"",""Lowest to Highest Rating"",""Rating"",""1 star"",""Filter by Your location:"",""4 out of 5 stars."",""Clicking on the following button will update the content below"",""60-69"",""►"",""50-59"",""2019-12-07T05:37+00:00"",""Most Recent"",""80+"",""Sort by:"",""Remove Filter"",""▼"",""Next Reviews"",""10 months ago"",""3"",""4 stars"",""Most Helpful""],""content_changed"":true},{""url"":""https://www.apia.com.au/travel-insurance.html"",""removed_content"":[],""added_content"":[],""content_changed"":false}]"
